,Adview
3288,2163.8936
3289,1147.5275
3290,1669.6537
3291,2504.4272
3292,1665.957
3293,632.22314
3294,2012.859
3295,1870.4836
3296,1939.9818
3297,2232.346
3298,1896.2766
3299,1531.1179
3300,1978.7451
3301,1468.252
3302,1239.7197
3303,2095.7703
3304,1638.138
3305,1383.0059
3306,1985.6583
3307,1962.6401
3308,1603.8763
3309,2201.0693
3310,1799.259
3311,2153.8308
3312,2230.3325
3313,1430.0371
3314,2103.474
3315,2483.6216
3316,2146.9946
3317,1783.4624
3318,1874.8226
3319,2208.6968
3320,1420.7355
3321,2007.795
3322,2024.9347
3323,2057.5508
3324,1937.4712
3325,1381.3894
3326,1265.4961
3327,1848.7368
3328,1582.7727
3329,1596.1926
3330,1445.5458
3331,2046.5677
3332,2095.7253
3333,1778.2303
3334,1633.9482
3335,2150.7964
3336,2350.093
3337,2246.139
3338,1873.88
3339,2027.9995
3340,2300.0732
3341,2613.4111
3342,1896.1425
3343,2514.2808
3344,2075.7114
3345,1404.6914
3346,1250.1925
3347,1386.0148
3348,2420.597
3349,1728.1759
3350,2037.1838
3351,1108.744
3352,1589.3627
3353,2257.6182
3354,2274.9866
3355,2439.9077
3356,2123.5266
3357,2156.3591
3358,1995.3292
3359,1764.118
3360,2384.332
3361,2146.6794
3362,1219.644
3363,1720.8849
3364,1261.3583
3365,1772.3546
3366,1366.9192
3367,707.90735
3368,1516.596
3369,2149.6858
3370,1226.3126
3371,1175.1102
3372,1393.5659
3373,2060.713
3374,1265.6798
3375,2229.1877
3376,1299.6526
3377,2096.6953
3378,2185.6226
3379,2129.0068
3380,1643.0134
3381,1573.3702
3382,2340.3691
3383,1346.2526
3384,1685.5507
3385,1221.5586
3386,2172.686
3387,2076.8247
3388,1558.4617
3389,2318.155
3390,2143.452
3391,1888.7888
3392,2071.601
3393,2364.0608
3394,1122.2422
3395,2440.108
3396,1841.0361
3397,1339.8027
3398,1952.1261
3399,1567.3738
3400,1530.0626
3401,1581.2498
3402,2096.5225
3403,1924.5002
3404,1331.0914
3405,2086.5261
3406,2151.9387
3407,1236.5258
3408,2032.1749
3409,1142.456
3410,1576.7838
3411,1963.877
3412,1574.1884
3413,2088.7288
3414,1739.1396
3415,2000.7363
3416,1547.5731
3417,2105.2874
3418,2048.8765
3419,1670.346
3420,1581.6979
3421,2154.909
3422,1920.9467
3423,2160.783
3424,2160.6523
3425,1386.0771
3426,1910.3019
3427,1801.9218
3428,1657.3407
3429,1385.3965
3430,1476.0663
3431,2522.2104
3432,2092.1504
3433,2165.0542
3434,2011.0599
3435,1661.0786
3436,1144.9575
3437,1950.9956
3438,2242.9358
3439,2101.46
3440,1885.8688
3441,1598.4076
3442,2072.7705
3443,1967.9985
3444,1527.9818
3445,1646.7463
3446,2034.499
3447,2091.6606
3448,1148.403
3449,1607.1342
3450,1306.2697
3451,2130.8682
3452,1786.6333
3453,2042.2272
3454,2245.8665
3455,1638.7134
3456,1832.0642
3457,1772.7859
3458,2051.8687
3459,1940.8385
3460,1061.5837
3461,2044.6731
3462,1878.1353
3463,1865.4055
3464,1441.089
3465,2288.3022
3466,1394.3712
3467,2075.4885
3468,2139.848
3469,1409.324
3470,1232.2987
3471,782.7106
3472,1759.0441
3473,1859.9926
3474,2007.1451
3475,1994.2738
3476,2014.5934
3477,1391.4742
3478,1933.8169
3479,1526.7749
3480,1677.8069
3481,2151.8225
3482,2479.984
3483,1526.82
3484,1896.871
3485,1565.2313
3486,2699.2573
3487,1482.0472
3488,776.7259
3489,1690.6106
3490,2175.124
3491,2263.2515
3492,2272.1367
3493,1859.6514
3494,1903.8479
3495,2423.645
3496,1717.0425
3497,2041.2268
3498,2429.391
3499,2047.7477
3500,1738.2195
3501,2101.7053
3502,2019.5281
3503,1328.7001
3504,2222.294
3505,1976.5465
3506,1813.6439
3507,1526.125
3508,2226.798
3509,2480.538
3510,2155.9177
3511,1351.7157
3512,2365.3967
3513,1788.9425
3514,1994.1432
3515,2201.7197
3516,1854.0493
3517,1391.0248
3518,2043.0348
3519,1025.8668
3520,2243.3032
3521,1987.2633
3522,1951.6218
3523,1939.9072
3524,1998.2139
3525,767.1881
3526,1970.712
3527,1229.1812
3528,1938.6598
3529,1768.8636
3530,2112.4397
3531,1321.7705
3532,1341.0978
3533,1608.8423
3534,1934.9299
3535,2001.6049
3536,1346.5508
3537,1455.052
3538,2008.8181
3539,2409.395
3540,1640.5673
3541,1894.9315
3542,1799.3607
3543,1601.9653
3544,2078.4368
3545,1892.116
3546,1940.4926
3547,2230.0913
3548,1356.0475
3549,2041.4841
3550,1505.8634
3551,1895.6216
3552,962.8874
3553,2139.093
3554,1945.2513
3555,1327.9653
3556,1136.3628
3557,2078.1016
3558,1481.1597
3559,2177.8992
3560,1256.2166
3561,2414.3777
3562,2234.7542
3563,1394.0444
3564,1569.0359
3565,1298.332
3566,2009.8562
3567,1826.7646
3568,1787.1862
3569,1877.8751
3570,1813.0414
3571,2017.7529
3572,1944.7192
3573,2126.574
3574,1144.6533
3575,2082.9846
3576,2053.8826
3577,1507.296
3578,2174.3315
3579,2534.7532
3580,1504.0565
3581,1935.6505
3582,2122.5295
3583,1268.1239
3584,1585.9283
3585,1714.0415
3586,1814.2324
3587,1248.7521
3588,1336.4641
3589,1550.3591
3590,1435.791
3591,1385.0304
3592,2439.7478
3593,1415.4634
3594,1870.9417
3595,1567.233
3596,2364.4612
3597,1032.9257
3598,2519.8093
3599,1421.9005
3600,1791.6884
3601,1542.006
3602,1941.4216
3603,1867.6017
3604,1804.9469
3605,2383.814
3606,2509.0032
3607,2149.0295
3608,2282.442
3609,1346.0115
3610,1793.8389
3611,2135.9395
3612,1742.8574
3613,2165.7546
3614,1647.2047
3615,1527.4076
3616,1707.5883
3617,1732.9406
3618,2131.4917
3619,1937.3611
3620,1421.9338
3621,2128.0928
3622,1375.8783
3623,2048.873
3624,2064.9114
3625,2208.5122
3626,1519.9567
3627,1978.1569
3628,1721.2029
3629,1755.723
3630,949.5579
3631,1979.0332
3632,2308.9585
3633,2185.6526
3634,1623.0446
3635,1051.8453
3636,2167.1975
3637,1795.5784
3638,2070.1555
3639,2378.8516
3640,1653.8235
3641,1465.9185
3642,1530.261
3643,1377.7499
3644,2249.6833
3645,1938.8009
3646,1829.5961
3647,1944.2166
3648,2102.8699
3649,1259.707
3650,1549.5608
3651,1881.2119
3652,2023.002
3653,2152.4648
3654,1634.1877
3655,2106.6357
3656,1796.9702
3657,2013.4974
3658,2033.2462
3659,2359.8386
3660,923.26556
3661,1987.6067
3662,2118.7913
3663,1491.6764
3664,1096.3906
3665,1740.8849
3666,2198.1543
3667,1827.593
3668,1116.4216
3669,1282.4235
3670,2063.8594
3671,2493.6768
3672,2188.0732
3673,1871.8835
3674,1411.6743
3675,2171.5098
3676,1499.1965
3677,1740.154
3678,1285.2313
3679,2148.8733
3680,1410.8175
3681,1719.9697
3682,1658.7925
3683,2274.1626
3684,1560.2085
3685,1238.6952
3686,1471.3258
3687,1097.907
3688,2316.824
3689,2042.38
3690,2333.332
3691,2120.944
3692,1251.681
3693,2120.1396
3694,2118.1536
3695,1726.5083
3696,2167.3372
3697,1987.9819
3698,1518.1937
3699,1304.3638
3700,1108.9811
3701,1597.8588
3702,1786.5693
3703,2398.5234
3704,2349.7156
3705,1064.9014
3706,1187.3245
3707,2408.805
3708,2101.9385
3709,1803.3787
3710,1285.563
3711,1921.0459
3712,1430.9362
3713,1832.2255
3714,2028.3516
3715,1804.5814
3716,2312.797
3717,2148.7134
3718,2486.925
3719,634.58386
3720,1993.5758
3721,959.28143
3722,2135.5989
3723,2052.303
3724,2219.528
3725,1747.2423
3726,2215.546
3727,1919.6984
3728,1663.4106
3729,1952.0608
3730,1536.2971
3731,1919.8444
3732,1770.3966
3733,1736.3276
3734,1972.516
3735,2220.4844
3736,883.6904
3737,3045.3145
3738,1935.7054
3739,1345.7219
3740,2030.2488
3741,2084.1533
3742,2157.421
3743,1964.2378
3744,2441.891
3745,1429.2054
3746,2423.6982
3747,2312.7976
3748,2072.2314
3749,1949.5254
3750,2054.83
3751,1686.77
3752,1615.7708
3753,1646.1493
3754,2037.912
3755,1709.1539
3756,1671.5549
3757,1599.7268
3758,2174.137
3759,2092.2292
3760,1604.4012
3761,1605.8153
3762,2636.0527
3763,1428.0426
3764,1527.4609
3765,1452.4983
3766,1945.31
3767,2030.135
3768,1859.4978
3769,1957.535
3770,1214.7357
3771,1930.228
3772,1809.2842
3773,1986.8009
3774,2034.4375
3775,1605.7749
3776,1706.4006
3777,1821.5381
3778,2209.1462
3779,1467.7351
3780,2234.0784
3781,1806.4323
3782,1659.6846
3783,1490.3531
3784,1539.0614
3785,1156.8584
3786,2135.3506
3787,1981.3319
3788,2189.5964
3789,2015.4751
3790,1819.3546
3791,1061.315
3792,2385.881
3793,1361.7213
3794,1870.6978
3795,2379.4268
3796,1662.7233
3797,2380.9292
3798,1619.8276
3799,2074.1965
3800,1984.1769
3801,1624.6664
3802,1710.8785
3803,1247.6903
3804,2084.0664
3805,2110.6484
3806,2091.3677
3807,1996.877
3808,2216.8667
3809,1978.8608
3810,1293.384
3811,1322.3461
3812,2160.0857
3813,2183.1565
3814,1386.4172
3815,2052.312
3816,1668.3008
3817,1513.4358
3818,2411.434
3819,1625.7314
3820,1655.286
3821,2459.6492
3822,1540.8765
3823,1744.2887
3824,1845.3401
3825,1296.2631
3826,1612.0878
3827,2114.0198
3828,1795.9207
3829,1964.4698
3830,2025.429
3831,1307.6648
3832,2435.2642
3833,1681.9647
3834,1909.1412
3835,778.10767
3836,1905.4861
3837,1744.6982
3838,2045.8867
3839,1863.3588
3840,1529.8705
3841,1316.531
3842,1580.3765
3843,1411.4429
3844,2537.8037
3845,2021.2261
3846,2056.543
3847,1879.1912
3848,1992.8557
3849,1589.836
3850,1745.2483
3851,2187.5703
3852,2181.159
3853,2518.5808
3854,1593.149
3855,1602.1843
3856,2549.5764
3857,2464.3542
3858,1987.0359
3859,1180.5934
3860,1636.121
3861,2449.8325
3862,2098.2275
3863,2052.9734
3864,2054.1643
3865,2599.626
3866,2009.1324
3867,2312.1077
3868,2442.9058
3869,1876.517
3870,1149.6925
3871,2396.1992
3872,2375.74
3873,2154.381
3874,2021.2648
3875,2424.4355
3876,2170.2314
3877,2150.8708
3878,2123.3718
3879,2171.7402
3880,1916.511
3881,2336.7158
3882,1942.237
3883,1747.8983
3884,2251.8857
3885,1029.2164
3886,2024.5906
3887,1234.1965
3888,1877.5916
3889,1812.4637
3890,1941.4615
3891,1417.8042
3892,2000.8345
3893,1855.7518
3894,869.60236
3895,1488.8896
3896,1973.752
3897,1941.4944
3898,1576.9005
3899,2173.5745
3900,1637.2322
3901,1079.5969
3902,2357.948
3903,2035.7924
3904,1564.8866
3905,1278.2822
3906,1022.8671
3907,1307.9225
3908,2180.4883
3909,1841.399
3910,915.03485
3911,2433.613
3912,2222.2349
3913,2202.8003
3914,2116.5103
3915,2314.4966
3916,1287.2585
3917,1632.0927
3918,2244.9954
3919,1241.396
3920,2036.0344
3921,1671.2367
3922,2119.3877
3923,1711.3188
3924,1890.0021
3925,1860.2937
3926,2201.8645
3927,1662.8792
3928,2196.0955
3929,1848.1981
3930,2157.495
3931,1896.7917
3932,1688.0947
3933,1678.6818
3934,2103.7205
3935,1973.2756
3936,2473.5396
3937,2128.3616
3938,2200.004
3939,2131.9321
3940,1282.3774
3941,1657.3035
3942,1563.5779
3943,2095.3042
3944,1874.2975
3945,1552.5126
3946,2342.8535
3947,2001.268
3948,1519.0177
3949,1599.6252
3950,1956.8818
3951,1985.4467
3952,1662.6466
3953,609.25714
3954,1982.9199
3955,1166.546
3956,2138.3047
3957,1577.0992
3958,2036.9568
3959,2107.585
3960,1584.7944
3961,2355.8777
3962,2189.3777
3963,1471.9117
3964,1462.0364
3965,2189.5183
3966,1786.5933
3967,1199.7898
3968,2362.2224
3969,1973.3684
3970,2098.792
3971,2178.651
3972,2188.616
3973,1779.9971
3974,1114.3901
3975,1018.695
3976,2007.8367
3977,1768.345
3978,1586.7683
3979,2091.1982
3980,725.98566
3981,2228.3755
3982,2527.2124
3983,1425.0159
3984,1982.3495
3985,1338.9393
3986,2316.0862
3987,1912.0442
3988,1956.524
3989,1606.9718
3990,1738.2583
3991,1723.8544
3992,2021.005
3993,1930.7034
3994,1575.1031
3995,1619.4285
3996,2205.7974
3997,2187.4082
3998,2045.556
3999,1264.8212
4000,912.6662
4001,551.0302
4002,2168.9226
4003,1394.958
4004,1069.2234
4005,2435.735
4006,1996.5326
4007,1557.7772
4008,894.8428
4009,1692.685
4010,1151.6841
4011,1749.3821
4012,2184.0989
4013,1454.8108
4014,2427.8687
4015,1845.4601
4016,2136.7104
4017,1602.942
4018,1926.3846
4019,1539.9375
4020,2070.753
4021,1329.2698
4022,1757.0254
4023,1759.382
4024,2180.299
4025,1632.0266
4026,1805.4352
4027,1686.1255
4028,752.8881
4029,1918.697
4030,2134.614
4031,1515.2614
4032,1819.5619
4033,1934.273
4034,1612.2609
4035,1901.6589
4036,2101.4102
4037,2078.4614
4038,1508.2826
4039,1113.491
4040,1962.8488
4041,2009.4296
4042,1698.9508
4043,2446.2183
4044,1806.4167
4045,2011.6425
4046,1596.568
4047,2104.975
4048,1598.629
4049,2467.012
4050,2062.8364
4051,1548.0875
4052,1197.442
4053,2182.054
4054,1454.016
4055,1151.256
4056,2159.72
4057,1524.9489
4058,1802.5256
4059,1735.443
4060,1978.426
4061,1021.608
4062,1997.1902
4063,1952.6937
4064,2229.1465
4065,1574.15
4066,2375.1833
4067,1764.2432
4068,1456.338
4069,1905.2593
4070,2057.3577
4071,831.97455
4072,1260.0847
4073,1897.1062
4074,1653.6095
4075,869.26215
4076,2136.356
4077,2587.9104
4078,2157.2852
4079,2233.0117
4080,2171.3916
4081,2117.011
4082,1172.8383
4083,2121.5708
4084,1187.4465
4085,1497.3555
4086,2536.3577
4087,1494.0464
4088,1404.7971
4089,1889.1455
4090,2192.9087
4091,1599.4478
4092,1993.1477
4093,1840.4514
4094,2297.8472
4095,1782.2103
4096,2378.5781
4097,1906.6433
4098,2477.3972
4099,1564.463
4100,1775.8748
4101,1837.5902
4102,2341.3403
4103,2102.896
4104,2122.99
4105,2184.0137
4106,2155.4802
4107,2106.5142
4108,1873.2241
4109,2299.8892
4110,2419.8916
4111,2296.68
4112,1607.8134
4113,1456.3206
4114,1516.5657
4115,1270.4628
4116,1937.9802
4117,2225.4285
4118,1254.999
4119,1439.9629
4120,2417.669
4121,2034.1985
4122,1415.4647
4123,2342.6882
4124,1656.6995
4125,1787.8804
4126,1512.2065
4127,1891.9059
4128,1357.3322
4129,1750.8722
4130,1414.1941
4131,1857.0662
4132,2401.677
4133,1234.2655
4134,2189.6199
4135,2240.5684
4136,1612.1434
4137,1490.1421
4138,1949.8206
4139,2302.5176
4140,1164.9626
4141,2208.2532
4142,1830.4269
4143,2225.5388
4144,1516.3135
4145,1456.0078
4146,1619.9069
4147,2156.5608
4148,2214.3184
4149,1696.2084
4150,1934.3389
4151,1765.1914
4152,1438.9528
4153,1133.6554
4154,2206.574
4155,1539.8085
4156,2029.7397
4157,1918.8696
4158,1963.4618
4159,1881.3269
4160,2448.7632
4161,1960.8595
4162,2424.0198
4163,1450.1306
4164,2140.233
4165,1962.1161
4166,1610.2047
4167,2149.538
4168,1277.1321
4169,2159.9268
4170,1913.7853
4171,2042.293
4172,2329.9358
4173,2050.1868
4174,1596.2146
4175,1657.0739
4176,1891.232
4177,2138.658
4178,1481.8856
4179,2124.192
4180,2203.424
4181,1663.121
4182,1941.7058
4183,2061.4832
4184,1378.0104
4185,2133.585
4186,1358.8502
4187,2174.1863
4188,1641.1085
4189,1803.4877
4190,2069.636
4191,2241.0034
4192,2396.548
4193,1358.7451
4194,2319.303
4195,2506.061
4196,2083.2173
4197,1967.2004
4198,1349.2081
4199,1797.043
4200,2040.3965
4201,2697.916
4202,2208.938
4203,1516.9971
4204,1648.9417
4205,2178.4448
4206,1683.6533
4207,1758.1802
4208,2488.5452
4209,2143.6309
4210,1142.3162
4211,1777.3939
4212,2362.7644
4213,1281.0161
4214,2229.4348
4215,2052.92
4216,2003.6078
4217,1965.2444
4218,2176.2893
4219,2392.807
4220,2259.133
4221,1257.0582
4222,1211.3833
4223,1188.6111
4224,2122.8975
4225,2481.886
4226,2542.2837
4227,1963.3014
4228,2679.0352
4229,1824.1122
4230,2048.8472
4231,1862.6802
4232,2045.6862
4233,997.8196
4234,2374.1277
4235,2178.2188
4236,2268.7534
4237,1982.8073
4238,1740.7567
4239,1605.2047
4240,1788.6982
4241,1659.3143
4242,1705.4879
4243,1453.2639
4244,2141.9739
4245,1743.4503
4246,1397.0109
4247,1172.7452
4248,1997.7372
4249,2131.4775
4250,2416.079
4251,1791.8336
4252,2161.3643
4253,2028.7566
4254,2394.0234
4255,1758.8264
4256,2202.635
4257,1581.1272
4258,2063.6963
4259,1022.5921
4260,2332.6423
4261,2162.8591
4262,1758.0499
4263,2459.6287
4264,1668.3972
4265,1532.6162
4266,2230.976
4267,2176.239
4268,1977.3314
4269,1886.1831
4270,1802.5022
4271,1581.972
4272,2140.5066
4273,2087.5269
4274,1586.5457
4275,1099.191
4276,1840.8926
4277,1603.4918
4278,2144.1504
4279,1724.4658
4280,1361.9435
4281,1907.6841
4282,1769.3455
4283,1178.1514
4284,1869.2836
4285,1919.2008
4286,2120.08
4287,2298.8992
4288,1869.4263
4289,1628.4567
4290,1267.993
4291,1722.7367
4292,1896.4691
4293,1954.662
4294,1670.2983
4295,1503.2195
4296,2017.1067
4297,1946.2289
4298,2145.2935
4299,1846.6543
4300,2187.886
4301,2098.5527
4302,2462.0093
4303,1702.9519
4304,1879.1173
4305,1488.2819
4306,1318.515
4307,1911.5023
4308,1208.8685
4309,1670.9336
4310,2163.6233
4311,1966.3002
4312,2247.5193
4313,1975.1996
4314,1960.1937
4315,2417.0942
4316,2365.9338
4317,1742.8291
4318,1522.8303
4319,2107.7305
4320,2134.3003
4321,2645.9016
4322,2132.94
4323,1461.1937
4324,1543.1292
4325,2090.0955
4326,1691.0256
4327,1336.1986
4328,2097.611
4329,2149.1025
4330,1914.9055
4331,2069.0261
4332,1177.4554
4333,1388.5896
4334,1505.0758
4335,2020.5546
4336,1092.9729
4337,1892.7617
4338,2120.2212
4339,1747.4354
4340,1782.8182
4341,1950.4427
4342,1785.7144
4343,1500.4564
4344,2204.3035
4345,2126.4949
4346,1572.04
4347,1999.7406
4348,1535.9795
4349,1792.089
4350,2107.9363
4351,1953.1641
4352,1755.3641
4353,2337.557
4354,2316.4517
4355,1489.8081
4356,1511.4224
4357,2399.6729
4358,2331.7773
4359,1958.6985
4360,2247.913
4361,1524.7758
4362,1354.1754
4363,1789.4369
4364,2093.899
4365,2094.7207
4366,2163.6702
4367,1391.9315
4368,2074.4304
4369,2114.7966
4370,791.3766
4371,1125.7736
4372,2165.2178
4373,2372.5315
4374,1176.1432
4375,1995.2117
4376,1274.0034
4377,1839.6682
4378,2145.677
4379,2101.801
4380,1870.0227
4381,1902.8787
4382,2268.25
4383,1343.5293
4384,2102.7563
4385,2458.739
4386,2327.7698
4387,1313.9849
4388,1878.0991
4389,1711.3235
4390,1626.5951
4391,2047.298
4392,1780.8969
4393,1780.7004
4394,1496.4141
4395,1082.4128
4396,1915.5663
4397,1456.798
4398,2014.4108
4399,1412.704
4400,1416.7089
4401,1778.803
4402,2157.3325
4403,2197.4722
4404,1857.3544
4405,1438.8469
4406,1555.5887
4407,1677.9161
4408,2149.5007
4409,1543.3225
4410,1590.3224
4411,1798.7422
4412,2100.3552
4413,1564.5193
4414,1070.427
4415,2151.8792
4416,1994.8636
4417,1894.749
4418,1102.2827
4419,1793.9095
4420,2066.3616
4421,2100.376
4422,1551.3381
4423,2128.5027
4424,1720.8098
4425,1423.565
4426,1319.46
4427,2463.4402
4428,1889.16
4429,1435.9279
4430,1839.5912
4431,1100.8884
4432,1729.3256
4433,1277.2866
4434,1946.0095
4435,1255.1658
4436,2150.015
4437,2221.3867
4438,1755.7915
4439,2322.085
4440,2074.9504
4441,1547.5536
4442,2079.807
4443,1873.3237
4444,1585.4465
4445,1474.8206
4446,1258.9061
4447,1208.3522
4448,2161.745
4449,2107.1868
4450,1170.7125
4451,1457.1343
4452,1974.1727
4453,1521.1771
4454,2333.7878
4455,2037.9906
4456,1589.5459
4457,1428.3899
4458,2035.0911
4459,1512.5098
4460,1505.5084
4461,2157.7559
4462,2166.4285
4463,2121.6755
4464,1794.299
4465,2075.85
4466,2557.2417
4467,2187.1482
4468,1365.5055
4469,2221.155
4470,1589.445
4471,2085.3687
4472,1514.4156
4473,2206.7578
4474,2092.9412
4475,1878.4065
4476,2086.6533
4477,1485.0527
4478,1570.1641
4479,1306.919
4480,1429.5583
4481,1596.7513
4482,1524.5405
4483,1319.0194
4484,2035.9653
4485,1190.2264
4486,1897.9154
4487,1758.2395
4488,2241.439
4489,2523.5112
4490,1548.2604
4491,1313.8717
4492,2026.3391
4493,1729.0996
4494,1248.7533
4495,2053.0842
4496,990.4317
4497,1130.2281
4498,1373.0532
4499,2007.9014
4500,2059.114
4501,1945.6077
4502,2059.9136
4503,1911.3682
4504,2225.9504
4505,1344.5597
4506,1574.3843
4507,1663.3503
4508,1755.2106
4509,1967.4435
4510,2220.3555
4511,1691.6874
4512,625.2543
4513,2109.9307
4514,2050.8909
4515,1890.4556
4516,1913.516
4517,1729.1752
4518,1813.6378
4519,2077.2454
4520,1872.7621
4521,1326.5283
4522,2352.2449
4523,1393.0818
4524,2276.7651
4525,2155.0022
4526,907.52325
4527,1408.5201
4528,1610.2665
4529,1933.888
4530,2149.488
4531,1374.769
4532,1405.948
4533,1907.2664
4534,1966.3419
4535,2137.8857
4536,1797.4733
4537,1552.0085
4538,1325.4899
4539,1981.1157
4540,1664.1852
4541,1420.4131
4542,1663.1326
4543,1893.8555
4544,1623.159
4545,2344.4731
4546,2093.1304
4547,1447.801
4548,1968.9025
4549,1113.6211
4550,2076.2986
4551,2015.2404
4552,1820.3073
4553,923.376
4554,1373.8143
4555,2358.5125
4556,2239.4495
4557,2174.8774
4558,1438.14
4559,2232.811
4560,1969.3893
4561,1933.6146
4562,1857.886
4563,1617.8726
4564,2213.4817
4565,1366.1581
4566,2170.8186
4567,2295.379
4568,1383.9525
4569,1989.7377
4570,1390.4656
4571,1619.2528
4572,2019.7798
4573,1769.1968
4574,2196.3833
4575,1740.0468
4576,1915.9463
4577,1523.1844
4578,2167.7922
4579,1115.5713
4580,1059.8875
4581,1463.1525
4582,1506.673
4583,1986.765
4584,1656.0487
4585,1028.9644
4586,1937.1431
4587,2154.3352
4588,1405.7539
4589,2450.5498
4590,2213.2922
4591,1641.6559
4592,2076.104
4593,1945.7311
4594,2169.1514
4595,1375.4381
4596,1555.9312
4597,1533.1796
4598,2301.8057
4599,1935.2749
4600,2220.5747
4601,2430.961
4602,2114.0562
4603,1155.6139
4604,1705.5293
4605,2149.009
4606,1827.8604
4607,2393.0151
4608,1304.9656
4609,1591.5665
4610,2439.1614
4611,2253.144
4612,1831.3861
4613,2225.2097
4614,2141.322
4615,1382.9352
4616,1915.2268
4617,1669.9564
4618,2074.3503
4619,1372.2233
4620,1767.4231
4621,1940.1375
4622,2261.0544
4623,1784.7188
4624,2115.1763
4625,2383.3271
4626,2037.9811
4627,1483.618
4628,1792.3566
4629,1540.684
4630,1105.9662
4631,2418.8665
4632,1327.2278
4633,2399.1243
4634,1763.3623
4635,1238.2325
4636,2147.4631
4637,1062.3705
4638,1956.0499
4639,2460.911
4640,1585.845
4641,1720.3628
4642,2243.389
4643,1993.7158
4644,2436.2668
4645,2344.2148
4646,2299.269
4647,1481.2269
4648,1488.6263
4649,2154.297
4650,1912.2274
4651,1002.82355
4652,1544.7264
4653,1090.2074
4654,1978.3405
4655,1324.9071
4656,27.015812
4657,1172.0148
4658,1719.6895
4659,2222.962
4660,2011.9238
4661,1715.6158
4662,1372.3389
4663,1829.3788
4664,2045.802
4665,2115.1692
4666,1922.6213
4667,1410.2468
4668,1646.6122
4669,1313.0417
4670,1983.4895
4671,1532.0918
4672,1309.6965
4673,1556.9409
4674,1613.6229
4675,2136.9954
4676,1168.2991
4677,1991.0602
4678,1886.5111
4679,2002.4641
4680,1562.2675
4681,1726.3
4682,1281.4089
4683,2101.846
4684,1577.3218
4685,1651.8116
4686,1418.9789
4687,1749.6884
4688,2317.8606
4689,1966.0325
4690,1288.856
4691,1406.0197
4692,2492.4226
4693,2171.335
4694,1752.9984
4695,2324.1304
4696,2128.1719
4697,1941.3419
4698,2086.2168
4699,1692.6671
4700,1614.733
4701,1675.4694
4702,1253.1416
4703,1711.3185
4704,1269.2759
4705,2517.2852
4706,2145.491
4707,2171.6274
4708,1511.7052
4709,1242.4146
4710,1355.4025
4711,1977.4409
4712,1492.197
4713,1362.4744
4714,1699.6382
4715,2367.6025
4716,1708.7391
4717,2154.073
4718,1588.9589
4719,2202.397
4720,2177.7048
4721,2138.8071
4722,1621.3723
4723,1992.7052
4724,1905.134
4725,2083.8503
4726,1550.7585
4727,1592.7826
4728,2114.7617
4729,1815.5723
4730,27.015812
4731,1430.8962
4732,1671.8608
4733,2201.588
4734,1389.537
4735,1235.5812
4736,743.55444
4737,2026.9196
4738,1536.6212
4739,1894.2346
4740,2132.7488
4741,2051.0854
4742,2062.337
4743,1475.3362
4744,1924.7363
4745,1549.5419
4746,1809.1256
4747,1561.4286
4748,2027.9337
4749,2154.8418
4750,2420.983
4751,1217.1548
4752,1303.4303
4753,1769.7709
4754,2133.1973
4755,1838.482
4756,1664.2856
4757,1856.3119
4758,1663.3345
4759,2045.19
4760,1144.2386
4761,1336.1198
4762,992.91675
4763,2312.8455
4764,1853.5776
4765,1516.4338
4766,1772.2092
4767,1945.8158
4768,1551.97
4769,2453.3503
4770,1502.2355
4771,1899.7603
4772,2451.4082
4773,2478.931
4774,1079.5044
4775,2046.0721
4776,1140.1609
4777,1285.6464
4778,1539.7693
4779,1111.1635
4780,2361.0706
4781,1986.4481
4782,1913.8405
4783,1964.5718
4784,2144.9043
4785,1468.3088
4786,2140.743
4787,1875.1936
4788,2139.1023
4789,1052.6981
4790,2136.2322
4791,1962.7562
4792,1735.3121
4793,2124.4666
4794,1383.2429
4795,1399.8121
4796,2458.3018
4797,1396.383
4798,2382.6934
4799,1697.7535
4800,2163.2686
4801,1223.1466
4802,2350.5667
4803,1521.4305
4804,2387.6685
4805,1288.6846
4806,1647.3422
4807,866.9888
4808,1741.7406
4809,2168.5642
4810,1947.0009
4811,1574.5322
4812,2067.9614
4813,1879.6932
4814,1927.3533
4815,1587.6261
4816,1168.134
4817,1572.7264
4818,1358.6061
4819,2128.7183
4820,1806.414
4821,2321.9702
4822,2385.9941
4823,2275.2224
4824,1829.5033
4825,1552.0063
4826,1414.7781
4827,1234.2716
4828,1673.7188
4829,2111.7068
4830,1606.849
4831,2156.0994
4832,1074.9703
4833,1953.051
4834,2128.0642
4835,2015.0786
4836,1324.6718
4837,1242.7952
4838,2123.2266
4839,1801.7375
4840,1799.1544
4841,1731.7378
4842,1605.4193
4843,2253.6255
4844,1930.3422
4845,1068.0186
4846,1956.1936
4847,1800.5146
4848,2148.7249
4849,1284.068
4850,1654.0605
4851,1655.381
4852,1794.7891
4853,2170.984
4854,1087.29
4855,1212.409
4856,2164.3801
4857,1983.6824
4858,1553.5983
4859,1911.7386
4860,1789.5961
4861,2087.9006
4862,1758.8743
4863,920.0147
4864,1514.8774
4865,1640.2638
4866,1211.0756
4867,1455.1394
4868,886.7845
4869,888.01776
4870,2280.8167
4871,1565.4312
4872,1074.5876
4873,2034.5952
4874,1324.1088
4875,1298.9429
4876,1567.4377
4877,1943.858
